cell_id,cycle,avg_stress,avg_temp,max_temp,fast_charge_duration,deep_discharge_duration,high_temp_duration,aggressive_discharge_count,avg_soc,n_rows,capacity_ah,ambient_temperature_c,capacity_loss,battery_age_factor,trailing_avg_temp,trailing_deep_discharge_duration,trailing_aggressive_discharge_count,ambient_x_aggressive,cohort
B0005,3,10.848056537102474,27.7884350960453,38.81879668981741,0,296,0,177,52.98451709496439,1132,1.835349194223408,24,0.01097805549651909,0.017857142857142856,27.229276914229338,297.5,178.5,4284.0,RT_2A_CC_variedcutoff
B0005,4,10.767524401064774,27.70361616644239,38.7623045063458,0,295,0,177,52.78471117813502,1127,1.8352625275821128,24,8.666664129508561e-05,0.023809523809523808,27.41566297483466,297.0,178.0,4272.0,RT_2A_CC_variedcutoff
B0005,5,10.764809902740938,27.6059316774685,38.66539257343368,0,295,0,177,52.91117045015189,1131,1.8346455082120416,24,0.0006170193700711923,0.02976190476190476,27.487651272736592,296.5,177.75,4266.0,RT_2A_CC_variedcutoff
B0005,6,10.749782040104622,27.524212984693005,38.75169504640032,0,296,0,177,53.390838868144,1147,1.8356616600675493,24,-0.0010161518555076299,0.03571428571428571,27.511307353682973,296.2,177.6,4262.4,RT_2A_CC_variedcutoff
B0005,7,10.767218831734962,27.616908131783536,38.8207012322275,0,296,0,177,53.42162149854594,1147,1.8351461429226603,24,0.0005155171448889551,0.041666666666666664,27.661698229747962,295.6,177.2,4252.799999999999,RT_2A_CC_variedcutoff
B0005,8,10.76057605760576,27.71312654658766,38.51713023385634,0,293,0,176,52.427413696770465,1111,1.8257567905665535,24,0.009389352356106828,0.047619047619047616,27.647820811286543,295.6,177.0,4248.0,RT_2A_CC_variedcutoff
B0005,9,10.630063006300631,27.69995381024861,38.526267904657,0,292,0,176,52.341510520111086,1111,1.8247738529891333,24,0.0009829375774201843,0.05357142857142857,27.632759101395017,295.0,176.8,4243.200000000001,RT_2A_CC_variedcutoff
B0005,10,10.63906390639064,27.655526896994182,38.52698128472781,0,292,0,176,52.380845588407944,1111,1.824613268496936,24,0.00016058449219724658,0.05952380952380952,27.632026630156265,294.4,176.6,4238.4,RT_2A_CC_variedcutoff
B0005,11,10.617673579801624,27.553807920096435,38.54143406601644,0,291,0,176,52.363897074116935,1109,1.8246195526864504,24,-6.284189514316196e-06,0.06547619047619048,27.6419456740614,293.8,176.4,4233.6,RT_2A_CC_variedcutoff
B0005,12,7.694041061592388,27.3496867529123,38.52197451768004,0,533,0,176,51.27294433708674,1997,1.814201935767392,24,0.010417616919058403,0.07142857142857142,27.647864661142087,292.8,176.2,4228.799999999999,RT_2A_CC_variedcutoff
B0005,13,10.437158469945356,27.793431820704942,38.582485834057856,0,288,0,175,52.019178006119446,1098,1.8137521577549052,24,0.00044977801248680116,0.07738095238095238,27.594420385367833,340.2,176.0,4224.0,RT_2A_CC_variedcutoff
B0005,14,10.430958663148637,27.62532582345841,38.52029413487392,0,288,0,175,53.39684108734998,1137,1.8134404914735824,24,0.0003116662813227311,0.08333333333333333,27.610481440191297,339.2,175.8,4219.200000000001,RT_2A_CC_variedcutoff
B0005,15,10.428832116788321,27.595564095000235,38.21358592965045,0,288,0,174,51.99147171183525,1096,1.8025980036306504,24,0.01084248784293207,0.08928571428571429,27.595555842833257,338.4,175.6,4214.4,RT_2A_CC_variedcutoff
B0005,16,10.23224043715847,27.46291598233667,38.1983618706913,0,287,0,174,51.97758206102602,1098,1.80210690024615,24,0.0004911033845003132,0.09523809523809523,27.583563282434465,337.6,175.2,4204.799999999999,RT_2A_CC_variedcutoff
B0005,17,10.20109689213894,27.431870108923277,38.31926916027133,0,286,0,174,51.90676280166663,1094,1.802579500826209,24,-0.00047260058005904604,0.10119047619047619,27.565384894882516,336.8,174.8,4195.200000000001,RT_2A_CC_variedcutoff
B0005,18,10.214611872146119,27.484778656273463,38.4787542519308,0,285,0,174,52.034198687861746,1095,1.8030683142834096,24,-0.000488813457200532,0.10714285714285714,27.581821566084706,287.4,174.4,4185.6,RT_2A_CC_variedcutoff
B0005,19,10.221920289855072,27.522260578607938,38.54659017774874,0,285,0,174,52.35728277889266,1104,1.802777624719604,24,0.00029068956380573496,0.1130952380952381,27.52009093319841,286.8,174.2,4180.799999999999,RT_2A_CC_variedcutoff
B0005,20,10.075555555555555,26.808108833247292,38.44749852224995,0,291,0,177,52.36080076928153,1125,1.8470259949329195,24,-0.044248370213315624,0.11904761904761904,27.499477884228316,286.2,174.0,4176.0,RT_2A_CC_variedcutoff
B0005,21,10.95344673231871,27.152165772594348,38.992275791716615,0,289,0,178,53.10778162536978,1117,1.847417311283644,24,-0.0003913163507245354,0.125,27.341986831877726,286.8,174.6,4190.4,RT_2A_CC_variedcutoff
B0005,22,10.95687331536388,27.149883267648548,38.51424197364312,0,289,0,177,53.04035123895456,1113,1.8361774213478947,24,0.011239889935749314,0.13095238095238096,27.279836789929266,287.2,175.4,4209.6,RT_2A_CC_variedcutoff
B0005,23,10.80835603996367,26.77547832739,38.165816144899125,0,288,0,176,52.57573137894801,1101,1.825780747577624,24,0.010396673770270759,0.13690476190476192,27.223439421674318,287.8,176.0,4224.0,RT_2A_CC_variedcutoff
B0005,24,10.654657293497364,26.53436538875951,38.16526203587147,0,289,0,176,53.638500440406624,1138,1.8251136435078368,24,0.0006671040697872055,0.14285714285714285,27.081579355897624,288.4,176.4,4233.6,RT_2A_CC_variedcutoff
B0005,25,10.65,26.490084103219857,38.27549578575718,0,285,0,176,52.61874476483167,1100,1.825581504220376,24,-0.00046786071253923645,0.1488095238095238,26.88400031792794,289.2,176.8,4243.200000000001,RT_2A_CC_variedcutoff
B0005,26,10.62329390354868,26.428711176923937,37.98216079918311,0,285,0,175,52.54813385888706,1099,1.814031127508391,24,0.01155037671198511,0.15476190476190477,26.82039537192245,288.0,176.6,4238.4,RT_2A_CC_variedcutoff
B0005,27,10.417777777777777,26.302234210763043,38.11100191887773,0,284,0,175,53.34876486102032,1125,1.8147691941158937,24,-0.000738066607502752,0.16071428571428573,26.67570445278837,287.2,176.0,4224.0,RT_2A_CC_variedcutoff
B0005,28,10.445632798573975,26.228297219610763,38.18831137948753,0,284,0,175,53.27586726045241,1122,1.813969388710352,24,0.0007998054055415871,0.16666666666666666,26.50617464141127,286.2,175.6,4214.4,RT_2A_CC_variedcutoff
B0005,29,10.413260672116259,26.269512851904793,37.99854111908584,0,285,0,174,52.461122080405474,1101,1.802765665167823,24,0.011203723542529076,0.17261904761904762,26.39673841985542,285.4,175.4,4209.6,RT_2A_CC_variedcutoff
B0005,30,10.203359858532272,26.24982549706295,38.194201649765226,0,284,0,174,53.41295734183393,1131,1.804077040117352,24,-0.0013113749495290428,0.17857142857142858,26.34376791248448,284.6,175.0,4200.0,RT_2A_CC_variedcutoff
B0005,31,14.052270327349525,26.320332568237,38.45796400011448,0,913,0,356,36.36686607212694,1894,1.8518025516704488,24,-0.04772551155309679,0.18452380952380953,26.2957161912531,284.4,174.6,4190.4,RT_2A_CC_variedcutoff
B0005,32,7.585735586481113,26.08588535358951,38.49126351534004,0,463,0,351,66.99973542214798,4024,1.8307038456739428,24,0.021098705996505984,0.19047619047619047,26.27404046951571,410.0,210.8,5059.200000000001,RT_2A_CC_variedcutoff
B0005,33,7.23752792256143,26.104986739317518,38.31473393357882,0,462,0,349,66.74447676555583,4029,1.8199041089501269,24,0.010799736723815956,0.19642857142857142,26.230770698081006,445.8,246.0,5904.0,RT_2A_CC_variedcutoff
B0005,34,6.971747388414055,25.662083114527814,37.861934640176806,0,463,0,347,67.54254080169687,4212,1.809307963702852,24,0.010596145247274924,0.20238095238095238,26.206108602022358,481.4,280.8,6739.200000000001,RT_2A_CC_variedcutoff
B0005,35,6.294250564900828,25.521584455869224,37.90665575786083,0,462,0,346,65.93964175401473,3983,1.80460990458052,24,0.00469805912233201,0.20833333333333334,26.084622654546955,517.0,315.4,7569.599999999999,RT_2A_CC_variedcutoff
B0005,36,6.1892797319933,25.685954099458783,38.34003238560517,0,463,0,345,66.97675254945727,4179,1.7993770651972192,24,0.005232839383300769,0.21428571428571427,25.938974446308215,552.6,349.8,8395.2,RT_2A_CC_variedcutoff
B0005,37,5.763469437062092,25.794258439392664,38.0745950590744,0,463,0,343,66.60027913662793,4139,1.7884432335370462,24,0.010933831660173032,0.22023809523809523,25.812098752552572,462.6,347.6,8342.400000000001,RT_2A_CC_variedcutoff
B0005,38,4.427057041898031,25.654483111333025,38.07252758016199,0,462,0,342,65.31940356531432,3962,1.7829230484252725,24,0.005520185111773657,0.2261904761904762,25.7537733697132,462.6,346.0,8304.0,RT_2A_CC_variedcutoff
